County,State,Population,Valid_ballots,Voter_turnout,Vote,Vote_share
Schuylkill County,Pennsylvania,143497,62869,43.81206576,44001,69.98838855
Snyder County,Pennsylvania,40423,16363,40.47943003,11725,71.65556438
Somerset County,Pennsylvania,74860,35773,47.78653487,27379,76.53537584
Sullivan County,Pennsylvania,6126,3136,51.19164218,2291,73.05484694
Susquehanna County,Pennsylvania,41252,18863,45.72626782,12891,68.34013678
Tioga County,Pennsylvania,41250,18325,44.42424242,13614,74.29195089
Union County,Pennsylvania,45454,17468,38.43006116,10622,60.80833524
Venango County,Pennsylvania,52477,23348,44.49187263,16021,68.61829707
Warren County,Pennsylvania,40026,18434,46.05506421,12477,67.68471303
Washington County,Pennsylvania,207386,101450,48.91844194,61386,60.50862494
Wayne County,Pennsylvania,51339,24018,46.78314731,16244,67.63260888
Westmoreland County,Pennsylvania,354665,182051,51.33041039,116522,64.00514142
Wyoming County,Pennsylvania,27546,13144,47.71654687,8837,67.2321972
York County,Pennsylvania,443693,205986,46.42534365,128528,62.39647355
Bristol County,Rhode Island,48844,25475,52.15584309,8965,35.19136408
Kent County,Rhode Island,163711,82053,50.12063942,38336,46.72102178
Newport County,Rhode Island,83164,41045,49.35428791,15077,36.73285418
Providence County,Rhode Island,634922,248474,39.13457086,90882,36.57606027
Washington County,Rhode Island,126129,66369,52.61993673,27230,41.02819087
Abbeville County,South Carolina,24657,10775,43.69955793,6763,62.76566125
Aiken County,South Carolina,167172,74851,44.77484268,46025,61.48882446
Allendale County,South Carolina,9067,3592,39.61619058,789,21.96547884
Anderson County,South Carolina,195582,80483,41.15051487,56232,69.86817092
Bamberg County,South Carolina,14478,6214,42.92029286,2204,35.46829739
Barnwell County,South Carolina,21606,9485,43.89984264,4889,51.54454402
Beaufort County,South Carolina,183184,78524,42.86618919,42922,54.66099536
Berkeley County,South Carolina,208525,79517,38.13307757,44587,56.07228643
Calhoun County,South Carolina,14744,7549,51.20048833,3787,50.16558485
Charleston County,South Carolina,396880,176345,44.43282604,75443,42.78147949
Cherokee County,South Carolina,56683,21759,38.38717076,15167,69.7044901
Chester County,South Carolina,32297,14192,43.94216181,7265,51.19081172
Chesterfield County,South Carolina,46120,16581,35.9518647,9312,56.16066582
Clarendon County,South Carolina,34259,15395,44.93709682,7386,47.97661578
Colleton County,South Carolina,37579,17251,45.90595811,9091,52.6983943
Darlington County,South Carolina,67259,29674,44.11900266,14989,50.51223293
Dillon County,South Carolina,30719,11698,38.08066669,5637,48.1877244
Dorchester County,South Carolina,156173,62567,40.06262286,34987,55.91925456
Edgefield County,South Carolina,26626,11644,43.73169083,6842,58.75987633
Fairfield County,South Carolina,22633,11267,49.7812928,4027,35.74154611
Florence County,South Carolina,138595,57931,41.79876619,29573,51.04866134
Georgetown County,South Carolina,61565,31657,51.42044993,17389,54.9293995
Greenville County,South Carolina,499122,215165,43.10869888,127832,59.41114958
Greenwood County,South Carolina,70188,28763,40.97993959,16961,58.96811876
Hampton County,South Carolina,19789,8806,44.4994694,3488,39.60935726
Horry County,South Carolina,321033,132920,41.40384322,89288,67.17424014
Jasper County,South Carolina,28085,11427,40.68719957,5187,45.39249147
Kershaw County,South Carolina,64333,28995,45.07018171,17542,60.50008622
Lancaster County,South Carolina,89823,38938,43.34969885,23719,60.91478761
Laurens County,South Carolina,66603,26566,39.88709217,16816,63.29895355
Lee County,South Carolina,17506,8156,46.58974066,2803,34.36733693
Lexington County,South Carolina,286277,122093,42.64855367,80026,65.54511725
McCormick County,South Carolina,9572,5216,54.49226912,2652,50.84355828
Marion County,South Carolina,31760,14276,44.94962217,5444,38.13393107
Marlboro County,South Carolina,26979,10389,38.50772823,4267,41.072288
Newberry County,South Carolina,37934,16807,44.30589972,10017,59.6001666
Oconee County,South Carolina,76535,33635,43.94721369,24178,71.88345473
Orangeburg County,South Carolina,88419,38910,44.00637872,11931,30.66306862
Pickens County,South Carolina,123020,49049,39.87075272,36236,73.87714326
Richland County,South Carolina,409014,168722,41.25091073,52469,31.09790069
Saluda County,South Carolina,20187,8564,42.42334175,5526,64.52592247
Spartanburg County,South Carolina,300867,121090,40.24701945,76277,62.99198943
Sumter County,South Carolina,107075,44086,41.17300957,18745,42.51916708
Union County,South Carolina,27666,12092,43.70707728,7061,58.39397949
Williamsburg County,South Carolina,31912,15054,47.17347706,4864,32.31034941
York County,South Carolina,257866,114357,44.34745178,66754,58.37333963
Aurora County,South Dakota,2764,1407,50.90448625,974,69.22530206
Beadle County,South Dakota,18188,6772,37.23334066,4455,65.78558771
Bennett County,South Dakota,3441,1149,33.39145597,666,57.96344648
Bon Homme County,South Dakota,6940,2974,42.85302594,2105,70.78009415
Brookings County,South Dakota,34301,12680,36.96685228,6748,53.21766562
Brown County,South Dakota,38900,16114,41.42416452,9613,59.65619958
Brule County,South Dakota,5216,2288,43.86503067,1565,68.40034965
Buffalo County,South Dakota,2030,490,24.13793103,171,34.89795918
Butte County,South Dakota,10124,4351,42.97708416,3357,77.15467709
Campbell County,South Dakota,1386,831,59.95670996,704,84.71720818
Charles Mix County,South Dakota,9358,3433,36.68518914,2382,69.38537722
Clark County,South Dakota,3637,1657,45.55952708,1139,68.73868437
Clay County,South Dakota,13933,5069,36.38125314,2109,41.60583942
Codington County,South Dakota,28062,11669,41.58292353,7764,66.53526438
Corson County,South Dakota,4118,1175,28.53326858,588,50.04255319
Custer County,South Dakota,8606,4721,54.85707646,3293,69.75217115
Davison County,South Dakota,20011,7952,39.73814402,5157,64.85160966
Day County,South Dakota,5509,2747,49.86385914,1627,59.228249
Deuel County,South Dakota,4253,2080,48.90665413,1366,65.67307692
Dewey County,South Dakota,5785,1708,29.52463267,723,42.33021077
Douglas County,South Dakota,2919,1605,54.98458376,1338,83.36448598
Edmunds County,South Dakota,3939,1918,48.69256156,1433,74.71324296
Fall River County,South Dakota,6785,3563,52.51289609,2511,70.47431939
Faulk County,South Dakota,2317,1118,48.25205006,858,76.74418605
Grant County,South Dakota,7212,3564,49.41763727,2382,66.83501684
Gregory County,South Dakota,4158,2091,50.28860029,1600,76.51841224
Haakon County,South Dakota,1885,1044,55.38461538,936,89.65517241
Hamlin County,South Dakota,5917,2762,46.67906033,2051,74.25778421
Hand County,South Dakota,3275,1818,55.51145038,1391,76.51265127
Hanson County,South Dakota,3383,2006,59.29648241,1497,74.62612164
Harding County,South Dakota,1267,770,60.77348066,695,90.25974026
Hughes County,South Dakota,17604,8175,46.43830948,5174,63.29051988
Hutchinson County,South Dakota,7327,3365,45.92602702,2517,74.79940565
Hyde County,South Dakota,1333,690,51.76294074,543,78.69565217
Jackson County,South Dakota,3280,1095,33.38414634,722,65.93607306
Jerauld County,South Dakota,2008,967,48.15737052,648,67.01137539
Jones County,South Dakota,931,558,59.93555317,450,80.64516129
Kingsbury County,South Dakota,4973,2551,51.29700382,1680,65.85652685
Lake County,South Dakota,12605,6786,53.83577945,4038,59.50486295
Lawrence County,South Dakota,25317,11842,46.77489434,7411,62.58233407
Lincoln County,South Dakota,54567,25231,46.2385691,15499,61.42840157
Lyman County,South Dakota,3900,1421,36.43589744,977,68.75439831
McCook County,South Dakota,5508,2587,46.96804648,1794,69.34673367
McPherson County,South Dakota,2418,1137,47.02233251,892,78.45206684
Marshall County,South Dakota,4833,1947,40.28553693,1056,54.23728814
Meade County,South Dakota,27339,11621,42.50704122,8441,72.63574563
Mellette County,South Dakota,2076,683,32.89980732,402,58.8579795
Miner County,South Dakota,2229,1064,47.73441005,706,66.35338346
Minnehaha County,South Dakota,186268,78263,42.01634204,42043,53.72014873
Moody County,South Dakota,6508,2933,45.0676091,1731,59.01807024
Pennington County,South Dakota,109111,47743,43.7563582,29804,62.42590537
Perkins County,South Dakota,2964,1606,54.18353576,1333,83.00124533
Potter County,South Dakota,2256,1337,59.2641844,1071,80.10471204
Roberts County,South Dakota,10192,3889,38.15737834,2144,55.12985343
Sanborn County,South Dakota,2374,1123,47.30412805,819,72.92965272
Oglala Lakota County,South Dakota,14425,2905,20.13864818,241,8.296041308
Spink County,South Dakota,6493,2951,45.44894502,1854,62.82616062
Stanley County,South Dakota,3012,1567,52.0252324,1148,73.2610083
Sully County,South Dakota,1410,861,61.06382979,679,78.86178862
Todd County,South Dakota,10233,2125,20.76614873,487,22.91764706
Tripp County,South Dakota,5495,2630,47.86169245,2069,78.66920152
Turner County,South Dakota,8259,4150,50.24821407,2937,70.77108434
Union County,South Dakota,15137,7897,52.17017903,5290,66.98746359
Walworth County,South Dakota,5472,2477,45.26681287,1896,76.5442067
Yankton County,South Dakota,22649,9623,42.48752704,5659,58.80702484
Ziebach County,South Dakota,2871,767,26.71543016,368,47.9791395
Anderson County,Tennessee,75528,29881,39.56281114,19212,64.29503698
Bedford County,Tennessee,47442,15355,32.36583618,11486,74.80299577
Benton County,Tennessee,16082,6328,39.34833976,4716,74.52591656
Bledsoe County,Tennessee,14738,4664,31.64608495,3622,77.65866209
Blount County,Tennessee,128264,52208,40.70354893,37443,71.71889366
Bradley County,Tennessee,104390,38666,37.03994636,29768,76.98753427
Campbell County,Tennessee,39784,12532,31.50010054,9870,78.75837855
Cannon County,Tennessee,13876,5314,38.296339,4007,75.40459164
Carroll County,Tennessee,27901,10384,37.21730404,7756,74.69183359
Carter County,Tennessee,56473,21084,37.3346555,16898,80.14608234
Cheatham County,Tennessee,39775,15924,40.03519799,11297,70.94323034
Chester County,Tennessee,17130,6507,37.98598949,5081,78.08513908
Claiborne County,Tennessee,31634,10740,33.95081242,8602,80.09310987
Clay County,Tennessee,7654,2920,38.14998693,2141,73.32191781
Cocke County,Tennessee,35234,12126,34.41562127,9791,80.74385618
Coffee County,Tennessee,54537,19971,36.61917597,14417,72.18967503
Crockett County,Tennessee,14448,5397,37.35465116,3982,73.78173059
Cumberland County,Tennessee,58580,26360,44.99829293,20413,77.43930197
Davidson County,Tennessee,685829,249068,36.31634125,84550,33.94655275
Decatur County,Tennessee,11735,4592,39.13080528,3588,78.1358885
DeKalb County,Tennessee,19444,6955,35.76938901,5171,74.34938893
Dickson County,Tennessee,51900,18699,36.02890173,13233,70.76849029
Dyer County,Tennessee,37542,13336,35.52288104,10180,76.33473305
Fayette County,Tennessee,39703,19394,48.84769413,13055,67.31463339
Fentress County,Tennessee,18040,7333,40.64855876,6038,82.34010637
Franklin County,Tennessee,41518,16404,39.51057373,11532,70.29992685
Gibson County,Tennessee,49250,19547,39.6893401,13786,70.52744667
Giles County,Tennessee,29165,11137,38.18618207,7970,71.56325761
Grainger County,Tennessee,23095,8008,34.6741719,6626,82.74225774
Greene County,Tennessee,68529,23583,34.41316815,18562,78.70923971
Grundy County,Tennessee,13276,4763,35.87677011,3636,76.33844216
Hamblen County,Tennessee,63681,20692,32.49320834,15857,76.63348154
Hamilton County,Tennessee,357778,142408,39.80345354,78733,55.28692208
Hancock County,Tennessee,6583,2231,33.89032356,1843,82.60869565
Hardeman County,Tennessee,25584,9273,36.24530957,4919,53.04647903
Hardin County,Tennessee,25740,9949,38.65190365,8012,80.5307066
Hawkins County,Tennessee,56565,20774,36.72589057,16648,80.13863483
Haywood County,Tennessee,17822,6834,38.34586466,3013,44.08838162
Henderson County,Tennessee,27855,10217,36.67923174,8138,79.65156112
Henry County,Tennessee,32232,12945,40.16195086,9508,73.44920819
Hickman County,Tennessee,24666,7813,31.67518041,5695,72.89133495
Houston County,Tennessee,8101,3168,39.10628317,2182,68.87626263
Humphreys County,Tennessee,18383,7153,38.91095033,4930,68.92213057
Jackson County,Tennessee,11611,4466,38.46352597,3236,72.45857591
Jefferson County,Tennessee,53148,19072,35.88469933,14776,77.47483221
Johnson County,Tennessee,17759,6579,37.04600484,5410,82.23134215
Knox County,Tennessee,456089,180697,39.61880247,105767,58.53279246
Lake County,Tennessee,7531,1970,26.15854468,1357,68.88324873
Lauderdale County,Tennessee,25320,8087,31.93917852,4884,60.39322369
Lawrence County,Tennessee,43056,15666,36.3851728,12420,79.27996936
Lewis County,Tennessee,11891,4622,38.86973341,3585,77.56382518
Lincoln County,Tennessee,33564,13348,39.7687999,10398,77.89931076
Loudon County,Tennessee,51373,23391,45.53169953,17610,75.28536617
McMinn County,Tennessee,52700,18755,35.58823529,14691,78.3311117
McNairy County,Tennessee,25832,10038,38.85877981,7841,78.11316995
Macon County,Tennessee,23340,7504,32.15081405,6263,83.46215352
Madison County,Tennessee,97478,38120,39.10625987,21335,55.9679958
Marion County,Tennessee,28383,10862,38.2693866,7696,70.85251335
Marshall County,Tennessee,32035,11455,35.75776494,8184,71.44478394
Maury County,Tennessee,89556,35369,39.4937246,23799,67.28773785
Meigs County,Tennessee,11953,4320,36.14155442,3342,77.36111111
Monroe County,Tennessee,45848,17093,37.28188798,13374,78.24255543
Montgomery County,Tennessee,194424,57620,29.6362589,32341,56.12808053
Moore County,Tennessee,6293,2926,46.49610679,2325,79.46001367
Morgan County,Tennessee,21741,6705,30.84034773,5441,81.14839672
Obion County,Tennessee,30547,12249,40.09886405,9526,77.76961385
Overton County,Tennessee,21964,8229,37.46585321,6059,73.62984567
Perry County,Tennessee,7880,2855,36.23096447,2167,75.90192644
Pickett County,Tennessee,5091,2615,51.36515419,2021,77.28489484
Polk County,Tennessee,16794,6520,38.82338931,5097,78.17484663
Putnam County,Tennessee,75985,27212,35.81233138,19002,69.82948699
Rhea County,Tennessee,32474,11062,34.06417442,8660,78.28602423
Roane County,Tennessee,52944,21669,40.9281505,15880,73.28441552
Robertson County,Tennessee,69393,27113,39.07166429,19410,71.58927452
Rutherford County,Tennessee,307415,107436,34.94819706,64515,60.04970401
Scott County,Tennessee,21890,7123,32.53997259,6044,84.85188825
Sequatchie County,Tennessee,14754,5694,38.59292395,4441,77.99438005
Sevier County,Tennessee,96470,36312,37.64071732,28629,78.84170522
Shelby County,Tennessee,936021,337383,36.04438362,116344,34.48425084
Smith County,Tennessee,19526,7436,38.08255659,5494,73.8838085
Stewart County,Tennessee,13190,5299,40.17437453,3864,72.91941876
Sullivan County,Tennessee,156182,62278,39.87527372,46979,75.43434279
Sumner County,Tennessee,179332,71505,39.87297303,50129,70.10558702
Tipton County,Tennessee,61223,23481,38.35323326,16910,72.01567225
Trousdale County,Tennessee,9955,3160,31.74284279,2103,66.55063291
Unicoi County,Tennessee,17737,7195,40.56492079,5671,78.81862404
Union County,Tennessee,19219,6247,32.50429263,5053,80.88682568
Van Buren County,Tennessee,5721,2419,42.28281769,1820,75.23770153
Warren County,Tennessee,40428,13612,33.66973385,9540,70.08521892
Washington County,Tennessee,127247,49750,39.09718893,34252,68.84824121
Wayne County,Tennessee,16747,5857,34.97342808,5036,85.98258494
Weakley County,Tennessee,33610,12184,36.25111574,9008,73.93302692
White County,Tennessee,26463,9825,37.12730983,7671,78.07633588
Williamson County,Tennessee,218903,106271,48.54707336,68212,64.18684307
Wilson County,Tennessee,132494,56734,42.82005223,39406,69.45746818
Anderson County,Texas,57526,16977,29.51187289,13201,77.75814337
Andrews County,Texas,17791,4943,27.78371087,3927,79.44568076
Angelina County,Texas,87682,29911,34.11304487,21668,72.44157668
Aransas County,Texas,25162,10512,41.7772832,7740,73.63013699
Archer County,Texas,8781,4283,48.77576586,3786,88.39598412
Armstrong County,Texas,1843,1021,55.39880629,924,90.49951028
Atascosa County,Texas,48720,13673,28.06444992,8618,63.02932787
Austin County,Texas,29629,12274,41.42563029,9637,78.51556135
Bailey County,Texas,7196,1793,24.91662034,1344,74.95817066
Bandera County,Texas,21701,10218,47.08538777,8163,79.88843218
Bastrop County,Texas,82591,28454,34.45169571,16328,57.38384761
Baylor County,Texas,3638,1499,41.20395822,1267,84.52301534
Bee County,Texas,32812,8485,25.85944167,4744,55.91043017
Bell County,Texas,341094,94994,27.84980093,51998,54.73819399
Bexar County,Texas,1927651,589645,30.58878397,240333,40.75893122
Blanco County,Texas,11301,5685,50.30528272,4212,74.08970976
